hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR2.SCSBSP300000QSI.F_CV,ROW,Cambridge/SCS_PLC01/BSP30_0000/QSI,[ROW]Cambridge/SCS_PLC01/BSP30_0000/QSI,0
MTPSVR2.SCSBSP310000QRN.F_CV,ROW,Cambridge/SCS_PLC01/BSP31_0000/QRN,[ROW]Cambridge/SCS_PLC01/BSP31_0000/QRN,0
MTPSVR2.SCSBSP310000QSI.F_CV,ROW,Cambridge/SCS_PLC01/BSP31_0000/QSI,[ROW]Cambridge/SCS_PLC01/BSP31_0000/QSI,0
MTPSVR2.SCSBSP320000QRN.F_CV,ROW,Cambridge/SCS_PLC01/BSP32_0000/QRN,[ROW]Cambridge/SCS_PLC01/BSP32_0000/QRN,0
MTPSVR2.SCSBSP320000QSI.F_CV,ROW,Cambridge/SCS_PLC01/BSP32_0000/QSI,[ROW]Cambridge/SCS_PLC01/BSP32_0000/QSI,0
MTPSVR2.SCSDSH01FI01QFL.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_FI01/QFL,[ROW]Cambridge/SCS_PLC01/DSH01_FI01/QFL,0
MTPSVR2.SCSDSH01FI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_FI01/QVA,[ROW]Cambridge/SCS_PLC01/DSH01_FI01/QVA,0
MTPSVR2.SCSDSH01FI01QYF.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_FI01/QYF,[ROW]Cambridge/SCS_PLC01/DSH01_FI01/QYF,0
MTPSVR2.SCSDSH01LI01VCA.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_LI01_MASL/VCA,[ROW]Cambridge/SCS_PLC01/DSH01_LI01_MASL/VCA,0
MTPSVR2.SCSDSH01NI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_NI01/QVA,[ROW]Cambridge/SCS_PLC01/DSH01_NI01/QVA,0
MTPSVR2.SCSDSH01PI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_PI01/QVA,[ROW]Cambridge/SCS_PLC01/DSH01_PI01/QVA,0
MTPSVR2.SCSDSH01RF01QVA.F_CV,ROW,Cambridge/SCS_PLC01/DSH01_RF01/QVA,[ROW]Cambridge/SCS_PLC01/DSH01_RF01/QVA,0
MTPSVR2.SCSFET01LI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/FET01_LI01/QVA,[ROW]Cambridge/SCS_PLC01/FET01_LI01/QVA,0
MTPSVR2.SCSGEN010000QRN.F_CV,ROW,Cambridge/SCS_PLC01/GEN01_0000_QRN,[ROW]Cambridge/SCS_PLC01/GEN01_0000_QRN,0
MTPSVR2.SCSIL001CV01QZI.F_CV,ROW,Cambridge/SCS_PLC01/IL001_CV01/QZI,[ROW]Cambridge/SCS_PLC01/IL001_CV01/QZI,0
MTPSVR2.SCSIL001FI01QFL.F_CV,ROW,Cambridge/SCS_PLC01/IL001_FI01/QFL,[ROW]Cambridge/SCS_PLC01/IL001_FI01/QFL,0
MTPSVR2.SCSIL001FI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/IL001_FI01/QVA,[ROW]Cambridge/SCS_PLC01/IL001_FI01/QVA,0
MTPSVR2.SCSIL001FI01QYF.F_CV,ROW,Cambridge/SCS_PLC01/IL001_FI01/QYF,[ROW]Cambridge/SCS_PLC01/IL001_FI01/QYF,0
MTPSVR2.SCSIL001LI01VCA.F_CV,ROW,Cambridge/SCS_PLC01/IL001_LI01_MASL/VCA,[ROW]Cambridge/SCS_PLC01/IL001_LI01_MASL/VCA,0
MTPSVR2.SCSIL001PI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/IL001_PI01/QVA,[ROW]Cambridge/SCS_PLC01/IL001_PI01/QVA,0
MTPSVR2.SCSIL001RF01QVA.F_CV,ROW,Cambridge/SCS_PLC01/IL001_RF01/QVA,[ROW]Cambridge/SCS_PLC01/IL001_RF01/QVA,0
MTPSVR2.SCSRES0CA600.F_CV,ROW,Cambridge/SCS_PLC01/SCSRES0CA600,[ROW]Cambridge/SCS_PLC01/SCSRES0CA600,1
MTPSVR2.SCSRES0CAVTV.F_CV,ROW,Cambridge/SCS_PLC01/SCSRES0CAVTV,[ROW]Cambridge/SCS_PLC01/SCSRES0CAVTV,1
MTPSVR2.SCSY000SPR02.F_CV,ROW,Cambridge/SCS_PLC01/SCSY000SPR02,[ROW]Cambridge/SCS_PLC01/SCSY000SPR02,1
MTPSVR2.SCSTWR01LI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/TWR01_LI01/QVA,[ROW]Cambridge/SCS_PLC01/TWR01_LI01/QVA,0
MTPSVR2.SCSTWR02LI01QVA.F_CV,ROW,Cambridge/SCS_PLC01/TWR02_LI01/QVA,[ROW]Cambridge/SCS_PLC01/TWR02_LI01/QVA,0
MTPSVR2.SCSY00010000QSI.F_CV,ROW,Cambridge/SCS_PLC01/Y0001_0000/QSI,[ROW]Cambridge/SCS_PLC01/Y0001_0000/QSI,0
MTPSVR2.SCSY00020000QSI.F_CV,ROW,Cambridge/SCS_PLC01/Y0002_0000/QSI,[ROW]Cambridge/SCS_PLC01/Y0002_0000/QSI,0
MTPSVR2.STPASB010000QRN.F_CV,ROW,Cambridge/STP_PLC01/ASB01_0000/QRN,[ROW]Cambridge/STP_PLC01/ASB01_0000/QRN,0
MTPSVR2.STPBLG01GA01QVA.F_CV,ROW,Cambridge/STP_PLC01/BLG01_GA01/QVA,[ROW]Cambridge/STP_PLC01/BLG01_GA01/QVA,0
MTPSVR2.STPBLG01GA02QVA.F_CV,ROW,Cambridge/STP_PLC01/BLG01_GA02/QVA,[ROW]Cambridge/STP_PLC01/BLG01_GA02/QVA,1
MTPSVR2.STPBSP370000QRN.F_CV,ROW,Cambridge/STP_PLC01/BSP37_0000/QRN,[ROW]Cambridge/STP_PLC01/BSP37_0000/QRN,0
MTPSVR2.STPBSP370000QSI.F_CV,ROW,Cambridge/STP_PLC01/BSP37_0000/QSI,[ROW]Cambridge/STP_PLC01/BSP37_0000/QSI,0
MTPSVR2.STPBSP380000QRN.F_CV,ROW,Cambridge/STP_PLC01/BSP38_0000/QRN,[ROW]Cambridge/STP_PLC01/BSP38_0000/QRN,0
MTPSVR2.STPBSP380000QSI.F_CV,ROW,Cambridge/STP_PLC01/BSP38_0000/QSI,[ROW]Cambridge/STP_PLC01/BSP38_0000/QSI,0
MTPSVR2.STPBWA010000QWA.F_CV,ROW,Cambridge/STP_PLC01/BWA01_0000_QWA,[ROW]Cambridge/STP_PLC01/BWA01_0000_QWA,0
MTPSVR2.STPBWA01FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/BWA01_FI01/QFL,[ROW]Cambridge/STP_PLC01/BWA01_FI01/QFL,0
MTPSVR2.STPBWA01FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/BWA01_FI01/QVA,[ROW]Cambridge/STP_PLC01/BWA01_FI01/QVA,0
MTPSVR2.STPBWA01FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/BWA01_FI01/QYF,[ROW]Cambridge/STP_PLC01/BWA01_FI01/QYF,0
MTPSVR2.STPBWA01PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/BWA01_PI01/QVA,[ROW]Cambridge/STP_PLC01/BWA01_PI01/QVA,0
MTPSVR2.STPBWP010000QRN.F_CV,ROW,Cambridge/STP_PLC01/BWP01_0000/QRN,[ROW]Cambridge/STP_PLC01/BWP01_0000/QRN,0
MTPSVR2.STPBWP010000QSI.F_CV,ROW,Cambridge/STP_PLC01/BWP01_0000/QSI,[ROW]Cambridge/STP_PLC01/BWP01_0000/QSI,0
MTPSVR2.STPFL0010000QRN.F_CV,ROW,Cambridge/STP_PLC01/FL001_0000_QRN,[ROW]Cambridge/STP_PLC01/FL001_0000_QRN,0
MTPSVR2.STPFL0010000QTR.F_CV,ROW,Cambridge/STP_PLC01/FL001_0000_QTR,[ROW]Cambridge/STP_PLC01/FL001_0000_QTR,0
MTPSVR2.STPFL0010000QWA.F_CV,ROW,Cambridge/STP_PLC01/FL001_0000_QWA,[ROW]Cambridge/STP_PLC01/FL001_0000_QWA,0
MTPSVR2.STPFL001FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/FL001_FI01/QFL,[ROW]Cambridge/STP_PLC01/FL001_FI01/QFL,0
MTPSVR2.STPFL001FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL001_FI01/QVA,[ROW]Cambridge/STP_PLC01/FL001_FI01/QVA,0
MTPSVR2.STPFL001FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/FL001_FI01/QYF,[ROW]Cambridge/STP_PLC01/FL001_FI01/QYF,0
MTPSVR2.STPFL001FI0XQFT.F_CV,ROW,Cambridge/STP_PLC01/FL001_FI0X_QFT,[ROW]Cambridge/STP_PLC01/FL001_FI0X_QFT,0
MTPSVR2.STPFL001PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL001_PI01/QVA,[ROW]Cambridge/STP_PLC01/FL001_PI01/QVA,0
MTPSVR2.STPFL001RF01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL001_RF01/QVA,[ROW]Cambridge/STP_PLC01/FL001_RF01/QVA,0
MTPSVR2.STPFL0020000QRN.F_CV,ROW,Cambridge/STP_PLC01/FL002_0000_QRN,[ROW]Cambridge/STP_PLC01/FL002_0000_QRN,0
MTPSVR2.STPFL0020000QTR.F_CV,ROW,Cambridge/STP_PLC01/FL002_0000_QTR,[ROW]Cambridge/STP_PLC01/FL002_0000_QTR,0
MTPSVR2.STPFL0020000QWA.F_CV,ROW,Cambridge/STP_PLC01/FL002_0000_QWA,[ROW]Cambridge/STP_PLC01/FL002_0000_QWA,0
MTPSVR2.STPFL002FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/FL002_FI01/QFL,[ROW]Cambridge/STP_PLC01/FL002_FI01/QFL,0
MTPSVR2.STPFL002FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL002_FI01/QVA,[ROW]Cambridge/STP_PLC01/FL002_FI01/QVA,0
MTPSVR2.STPFL002FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/FL002_FI01/QYF,[ROW]Cambridge/STP_PLC01/FL002_FI01/QYF,0
MTPSVR2.STPFL002FI0XQFT.F_CV,ROW,Cambridge/STP_PLC01/FL002_FI0X_QFT,[ROW]Cambridge/STP_PLC01/FL002_FI0X_QFT,0
MTPSVR2.STPFL002PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL002_PI01/QVA,[ROW]Cambridge/STP_PLC01/FL002_PI01/QVA,0
MTPSVR2.STPFL0030000QRN.F_CV,ROW,Cambridge/STP_PLC01/FL003_0000_QRN,[ROW]Cambridge/STP_PLC01/FL003_0000_QRN,0
MTPSVR2.STPFL0030000QTR.F_CV,ROW,Cambridge/STP_PLC01/FL003_0000_QTR,[ROW]Cambridge/STP_PLC01/FL003_0000_QTR,0
MTPSVR2.STPFL0030000QWA.F_CV,ROW,Cambridge/STP_PLC01/FL003_0000_QWA,[ROW]Cambridge/STP_PLC01/FL003_0000_QWA,0
MTPSVR2.STPFL003FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/FL003_FI01/QFL,[ROW]Cambridge/STP_PLC01/FL003_FI01/QFL,0
MTPSVR2.STPFL003FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL003_FI01/QVA,[ROW]Cambridge/STP_PLC01/FL003_FI01/QVA,0
MTPSVR2.STPFL003FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/FL003_FI01/QYF,[ROW]Cambridge/STP_PLC01/FL003_FI01/QYF,0
MTPSVR2.STPFL003FI0XQFT.F_CV,ROW,Cambridge/STP_PLC01/FL003_FI0X_QFT,[ROW]Cambridge/STP_PLC01/FL003_FI0X_QFT,0
MTPSVR2.STPFL003PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL003_PI01/QVA,[ROW]Cambridge/STP_PLC01/FL003_PI01/QVA,0
MTPSVR2.STPFL0040000QRN.F_CV,ROW,Cambridge/STP_PLC01/FL004_0000_QRN,[ROW]Cambridge/STP_PLC01/FL004_0000_QRN,0
MTPSVR2.STPFL0040000QTR.F_CV,ROW,Cambridge/STP_PLC01/FL004_0000_QTR,[ROW]Cambridge/STP_PLC01/FL004_0000_QTR,0
MTPSVR2.STPFL0040000QWA.F_CV,ROW,Cambridge/STP_PLC01/FL004_0000_QWA,[ROW]Cambridge/STP_PLC01/FL004_0000_QWA,0
MTPSVR2.STPFL004FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/FL004_FI01/QFL,[ROW]Cambridge/STP_PLC01/FL004_FI01/QFL,0
MTPSVR2.STPFL004FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL004_FI01/QVA,[ROW]Cambridge/STP_PLC01/FL004_FI01/QVA,0
MTPSVR2.STPFL004FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/FL004_FI01/QYF,[ROW]Cambridge/STP_PLC01/FL004_FI01/QYF,0
MTPSVR2.STPFL004FI0XQFT.F_CV,ROW,Cambridge/STP_PLC01/FL004_FI0X_QFT,[ROW]Cambridge/STP_PLC01/FL004_FI0X_QFT,0
MTPSVR2.STPFL004PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL004_PI01/QVA,[ROW]Cambridge/STP_PLC01/FL004_PI01/QVA,0
MTPSVR2.STPFL00XFI01QVA.F_CV,ROW,Cambridge/STP_PLC01/FL00X_FI01/QVA,[ROW]Cambridge/STP_PLC01/FL00X_FI01/QVA,0
MTPSVR2.STPHCT01LI01QVA.F_CV,ROW,Cambridge/STP_PLC01/HCT01_LI01/QVA,[ROW]Cambridge/STP_PLC01/HCT01_LI01/QVA,0
MTPSVR2.STPHCT02LI01QVA.F_CV,ROW,Cambridge/STP_PLC01/HCT02_LI01/QVA,[ROW]Cambridge/STP_PLC01/HCT02_LI01/QVA,0
MTPSVR2.STPRWP010000QRN.F_CV,ROW,Cambridge/STP_PLC01/RWP01_0000/QRN,[ROW]Cambridge/STP_PLC01/RWP01_0000/QRN,0
MTPSVR2.STPRWP020000QRN.F_CV,ROW,Cambridge/STP_PLC01/RWP02_0000/QRN,[ROW]Cambridge/STP_PLC01/RWP02_0000/QRN,0
MTPSVR2.STPRWT01LI01QVA.F_CV,ROW,Cambridge/STP_PLC01/RWT01_LI01/QVA,[ROW]Cambridge/STP_PLC01/RWT01_LI01/QVA,0
MTPSVR2.STPSET01LI01QVA.F_CV,ROW,Cambridge/STP_PLC01/SET01_LI01/QVA,[ROW]Cambridge/STP_PLC01/SET01_LI01/QVA,0
MTPSVR2.STPCFR2SPR01.F_CV,ROW,Cambridge/STP_PLC01/STPCFR2SPR01,[ROW]Cambridge/STP_PLC01/STPCFR2SPR01,1
MTPSVR2.STPG000SPR01.F_CV,ROW,Cambridge/STP_PLC01/STPG000SPR01,[ROW]Cambridge/STP_PLC01/STPG000SPR01,1
MTPSVR2.STPG039FXQ01.F_CV,ROW,Cambridge/STP_PLC01/STPG039FXQ01,[ROW]Cambridge/STP_PLC01/STPG039FXQ01,1
MTPSVR2.STPRWP0SPR01.F_CV,ROW,Cambridge/STP_PLC01/STPRWP0SPR01,[ROW]Cambridge/STP_PLC01/STPRWP0SPR01,1
MTPSVR2.STPTWL1SPR01.F_CV,ROW,Cambridge/STP_PLC01/STPTWL1SPR01,[ROW]Cambridge/STP_PLC01/STPTWL1SPR01,1
MTPSVR2.STPWELLFXR01.F_CV,ROW,Cambridge/STP_PLC01/STPWELLFXR01,[ROW]Cambridge/STP_PLC01/STPWELLFXR01,1
MTPSVR2.STPY000FIQ01.F_CV,ROW,Cambridge/STP_PLC01/STPY000FIQ01,[ROW]Cambridge/STP_PLC01/STPY000FIQ01,1
MTPSVR2.STPTWL01FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/TWL01_FI01/QFL,[ROW]Cambridge/STP_PLC01/TWL01_FI01/QFL,0
MTPSVR2.STPTWL01FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWL01_FI01/QVA,[ROW]Cambridge/STP_PLC01/TWL01_FI01/QVA,0
MTPSVR2.STPTWL01FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/TWL01_FI01/QYF,[ROW]Cambridge/STP_PLC01/TWL01_FI01/QYF,0
MTPSVR2.STPTWL01NI01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWL01_NI01/QVA,[ROW]Cambridge/STP_PLC01/TWL01_NI01/QVA,0
MTPSVR2.STPTWL01PI01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWL01_PI01/QVA,[ROW]Cambridge/STP_PLC01/TWL01_PI01/QVA,0
MTPSVR2.STPTWL01RF01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWL01_RF01/QVA,[ROW]Cambridge/STP_PLC01/TWL01_RF01/QVA,0
MTPSVR2.STPTWR01CA01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWR01_CA01/QVA,[ROW]Cambridge/STP_PLC01/TWR01_CA01/QVA,0
MTPSVR2.STPTWR01CA01QCT.F_CV,ROW,Cambridge/STP_PLC01/TWR01_CA01_QCT,[ROW]Cambridge/STP_PLC01/TWR01_CA01_QCT,0
MTPSVR2.STPTWR01LI01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWR01_LI01/QVA,[ROW]Cambridge/STP_PLC01/TWR01_LI01/QVA,0
MTPSVR2.STPTWR01RF01QVA.F_CV,ROW,Cambridge/STP_PLC01/TWR01_RF01/QVA,[ROW]Cambridge/STP_PLC01/TWR01_RF01/QVA,0
MTPSVR2.STPTWR01RF02QVA.F_CV,ROW,Cambridge/STP_PLC01/TWR01_RF02/QVA,[ROW]Cambridge/STP_PLC01/TWR01_RF02/QVA,0
MTPSVR2.STPUV001U100QIT.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Intensity,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Intensity,0
MTPSVR2.STPUV001U100QRN.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Runtime,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Runtime,0
MTPSVR2.STPUV001S00X100.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Status,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp1/Status,0
MTPSVR2.STPUV001U200QIT.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Intensity,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Intensity,0
MTPSVR2.STPUV001U200QRN.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Runtime,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Runtime,0
MTPSVR2.STPUV001S00X101.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Status,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp2/Status,0
MTPSVR2.STPUV001U300QIT.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Intensity,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Intensity,0
MTPSVR2.STPUV001U300QRN.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Runtime,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Runtime,0
MTPSVR2.STPUV001S00X102.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Status,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp3/Status,0
MTPSVR2.STPUV001U400QIT.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Intensity,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Intensity,0
MTPSVR2.STPUV001U400QRN.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Runtime,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Runtime,0
MTPSVR2.STPUV001S00X103.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Status,[ROW]Cambridge/STP_PLC01/UV001_0000/Lamps/Lamp4/Status,0
MTPSVR2.STPUV0010Q01F03.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp1Hours,[ROW]Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp1Hours,0
MTPSVR2.STPUV0010Q01F04.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp2Hours,[ROW]Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp2Hours,0
MTPSVR2.STPUV0010Q01F05.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp3Hours,[ROW]Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp3Hours,0
MTPSVR2.STPUV0010Q01F06.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp4Hours,[ROW]Cambridge/STP_PLC01/UV001_0000/PSS_Read/Lamp4Hours,0
MTPSVR2.STPUV0010000QRN.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000/QRN,[ROW]Cambridge/STP_PLC01/UV001_0000/QRN,0
MTPSVR2.STPUV0010000Q01.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000_Q01,[ROW]Cambridge/STP_PLC01/UV001_0000_Q01,0
MTPSVR2.STPUV0010000Q02.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000_Q02,[ROW]Cambridge/STP_PLC01/UV001_0000_Q02,0
MTPSVR2.STPUV0010000QPW.F_CV,ROW,Cambridge/STP_PLC01/UV001_0000_QPW,[ROW]Cambridge/STP_PLC01/UV001_0000_QPW,0
MTPSVR2.STPUV001UVDSQVA.F_CV,ROW,Cambridge/STP_PLC01/UV001_UVDS/QVA,[ROW]Cambridge/STP_PLC01/UV001_UVDS/QVA,0
MTPSVR2.STPUV001XM01QVA.F_CV,ROW,Cambridge/STP_PLC01/UV001_XM01/QVA,[ROW]Cambridge/STP_PLC01/UV001_XM01/QVA,0
MTPSVR2.STPW000XFI01QVA.F_CV,ROW,Cambridge/STP_PLC01/W000X_FI01/QVA,[ROW]Cambridge/STP_PLC01/W000X_FI01/QVA,0
MTPSVR2.STPW00380000QRN.F_CV,ROW,Cambridge/STP_PLC01/W0038_0000/QRN,[ROW]Cambridge/STP_PLC01/W0038_0000/QRN,0
MTPSVR2.STPW0038FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/W0038_FI01/QFL,[ROW]Cambridge/STP_PLC01/W0038_FI01/QFL,0
MTPSVR2.STPW0038FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/W0038_FI01/QVA,[ROW]Cambridge/STP_PLC01/W0038_FI01/QVA,0
MTPSVR2.STPW0038FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/W0038_FI01/QYF,[ROW]Cambridge/STP_PLC01/W0038_FI01/QYF,0
MTPSVR2.STPW00390000QRN.F_CV,ROW,Cambridge/STP_PLC01/W0039_0000/QRN,[ROW]Cambridge/STP_PLC01/W0039_0000/QRN,0
MTPSVR2.STPW0039FI01QFL.F_CV,ROW,Cambridge/STP_PLC01/W0039_FI01/QFL,[ROW]Cambridge/STP_PLC01/W0039_FI01/QFL,0
MTPSVR2.STPW0039FI01QVA.F_CV,ROW,Cambridge/STP_PLC01/W0039_FI01/QVA,[ROW]Cambridge/STP_PLC01/W0039_FI01/QVA,0
MTPSVR2.STPW0039FI01QYF.F_CV,ROW,Cambridge/STP_PLC01/W0039_FI01/QYF,[ROW]Cambridge/STP_PLC01/W0039_FI01/QYF,0
MTPSVR2.TTPASB010000QRN.F_CV,ROW,Cambridge/TTP_PLC01/ASB01_0000/QRN,[ROW]Cambridge/TTP_PLC01/ASB01_0000/QRN,0
MTPSVR2.TTPBLG01GA01QVA.F_CV,ROW,Cambridge/TTP_PLC01/BLG01_GA01/QVA,[ROW]Cambridge/TTP_PLC01/BLG01_GA01/QVA,0
MTPSVR2.TTPBSP250000QRN.F_CV,ROW,Cambridge/TTP_PLC01/BSP25_0000/QRN,[ROW]Cambridge/TTP_PLC01/BSP25_0000/QRN,0
MTPSVR2.TTPBSP250000QSI.F_CV,ROW,Cambridge/TTP_PLC01/BSP25_0000/QSI,[ROW]Cambridge/TTP_PLC01/BSP25_0000/QSI,0
MTPSVR2.TTPBSP260000QRN.F_CV,ROW,Cambridge/TTP_PLC01/BSP26_0000/QRN,[ROW]Cambridge/TTP_PLC01/BSP26_0000/QRN,0
MTPSVR2.TTPBSP260000QSI.F_CV,ROW,Cambridge/TTP_PLC01/BSP26_0000/QSI,[ROW]Cambridge/TTP_PLC01/BSP26_0000/QSI,0
MTPSVR2.TTPBWA010000QWA.F_CV,ROW,Cambridge/TTP_PLC01/BWA01_0000_QWA,[ROW]Cambridge/TTP_PLC01/BWA01_0000_QWA,0
MTPSVR2.TTPBWP010000QRN.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_0000/QRN,[ROW]Cambridge/TTP_PLC01/BWP01_0000/QRN,0
MTPSVR2.TTPBWP010000QSI.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_0000/QSI,[ROW]Cambridge/TTP_PLC01/BWP01_0000/QSI,0
MTPSVR2.TTPBWP01FI01QFL.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_FI01/QFL,[ROW]Cambridge/TTP_PLC01/BWP01_FI01/QFL,0
MTPSVR2.TTPBWP01FI01QVA.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_FI01/QVA,[ROW]Cambridge/TTP_PLC01/BWP01_FI01/QVA,0
MTPSVR2.TTPBWP01FI01QYF.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_FI01/QYF,[ROW]Cambridge/TTP_PLC01/BWP01_FI01/QYF,0
MTPSVR2.TTPBWP01PI01QVA.F_CV,ROW,Cambridge/TTP_PLC01/BWP01_PI01/QVA,[ROW]Cambridge/TTP_PLC01/BWP01_PI01/QVA,0
MTPSVR2.TTPFL0010000QRN.F_CV,ROW,Cambridge/TTP_PLC01/FL001_0000_QRN,[ROW]Cambridge/TTP_PLC01/FL001_0000_QRN,0
MTPSVR2.TTPFL0010000QTR.F_CV,ROW,Cambridge/TTP_PLC01/FL001_0000_QTR,[ROW]Cambridge/TTP_PLC01/FL001_0000_QTR,0
MTPSVR2.TTPFL0010000QWA.F_CV,ROW,Cambridge/TTP_PLC01/FL001_0000_QWA,[ROW]Cambridge/TTP_PLC01/FL001_0000_QWA,0
MTPSVR2.TTPFL001FI01QFL.F_CV,ROW,Cambridge/TTP_PLC01/FL001_FI01/QFL,[ROW]Cambridge/TTP_PLC01/FL001_FI01/QFL,0
MTPSVR2.TTPFL001FI01QVA.F_CV,ROW,Cambridge/TTP_PLC01/FL001_FI01/QVA,[ROW]Cambridge/TTP_PLC01/FL001_FI01/QVA,0
MTPSVR2.TTPFL001FI01QYF.F_CV,ROW,Cambridge/TTP_PLC01/FL001_FI01/QYF,[ROW]Cambridge/TTP_PLC01/FL001_FI01/QYF,0
MTPSVR2.TTPFL001FI0XQFT.F_CV,ROW,Cambridge/TTP_PLC01/FL001_FI0X_QFT,[ROW]Cambridge/TTP_PLC01/FL001_FI0X_QFT,0
MTPSVR2.TTPFL001LI01QVA.F_CV,ROW,Cambridge/TTP_PLC01/FL001_LI01/QVA,[ROW]Cambridge/TTP_PLC01/FL001_LI01/QVA,0
MTPSVR2.TTPFL001PI01QVA.F_CV,ROW,Cambridge/TTP_PLC01/FL001_PI01/QVA,[ROW]Cambridge/TTP_PLC01/FL001_PI01/QVA,0
